Date,Slot Revenue,Table Game Revenue,Hotel Revenue,Food & Beverage Revenue,Entertainment Revenue,Loyalty Member Revenue,Peak Hour Revenue (6PM-12AM),Operating Expenses,Marketing Spend,Customer Acquisition Cost,Total Customers,New Customers,High-Roller Revenue,Hotel Occupancy (%),Average Spend per Customer,Total Revenue,Profit Margin (%),Cash Flow,Player Retention Rate (%),VIP Customers,Standard Customers,Food & Beverage Cost,Event Nights
2024-07-21,242866,266713,15526,29170,57243,197776,333953,524718,33345,201,4457,551,50969,45,503,1221322,17.84,102420,87.07,235,2335,18654,0
2024-07-22,106672,29063,73910,11438,5866,77173,98079,521761,61567,63,3975,839,177984,66,240,276774,8.48,115368,68.44,279,4708,46704,0
2024-07-23,93847,77642,30592,23095,34245,41781,60805,339987,71607,374,1453,319,179446,61,940,464404,10.92,-30545,94.59,24,4026,43369,1
2024-07-24,364894,100093,33982,19154,46724,23652,167421,374464,29385,195,9184,540,72784,76,489,499273,16.2,159896,71.25,413,2185,4646,0
2024-07-25,230706,227215,5207,11004,73354,15103,212849,604081,93658,475,6442,752,190954,72,236,228259,9.72,181897,74.92,299,3901,22471,1
2024-07-26,48251,192992,93733,12752,53374,35500,342177,69627,76900,106,1818,634,157000,65,880,130916,11.71,38552,73.84,429,2122,26906,0
2024-07-27,123481,169601,129982,58426,32116,110336,243483,373966,78244,260,5868,694,31274,55,416,651556,18.36,258260,64.48,348,3157,22107,0
2024-07-28,394710,45954,73619,111896,22447,176601,49041,527317,75425,317,1012,328,139994,39,138,1847914,25.82,-9516,53.38,274,2432,48728,0
2024-07-29,45945,37856,51479,29819,32431,123499,299098,272633,88518,259,8727,443,44416,60,236,1916830,15.05,293782,90.3,208,1007,15878,0
2024-07-30,372996,12573,146826,105168,19908,159524,275146,367942,92844,66,1920,179,110434,58,868,123259,22.92,84476,86.12,167,3978,52206,0
2024-07-31,52217,45367,86437,95051,31336,59393,336927,387462,42919,335,5920,452,170119,34,995,546799,26.92,118332,56.28,342,3156,10145,0
2024-08-01,28308,247804,103540,27217,42992,172246,112524,416330,67196,393,3418,495,184428,30,181,703688,10.41,50647,84.95,484,1621,24042,0
2024-08-02,288093,33752,77982,91708,57350,205522,223306,400046,89401,252,7475,389,178206,32,921,396437,25.18,15642,78.16,456,789,19226,0
2024-08-03,203062,158757,107747,35994,71561,176508,24738,471773,10495,148,3017,554,61310,96,684,1784445,23.94,161803,68.41,428,3329,3802,0
2024-08-04,414366,126739,53231,18036,53955,57406,277847,383478,54755,328,8957,942,90758,64,609,1155619,13.92,258153,61.43,406,2709,25119,0
2024-08-05,240552,248009,34301,80275,63240,73059,118776,518379,77684,258,5792,770,153435,44,849,1854366,29.74,78824,88.69,216,1900,58353,0
2024-08-06,120235,266028,23752,100756,22093,157026,185494,418863,43324,178,7830,227,185635,96,425,207009,11.56,198914,81.51,183,1066,50133,0
2024-08-07,94740,217980,103452,52416,8155,92722,197971,173099,88929,384,3434,801,40628,59,740,1973901,11.37,241749,74.65,193,1973,28185,1
2024-08-08,398496,266609,149467,12587,48607,22356,311868,324864,11552,337,3868,642,79672,72,741,1058146,24.31,60879,77.43,274,2487,58465,0
2024-08-09,348761,198456,126237,113053,35487,138128,299443,369752,61272,301,2438,997,56246,89,148,1357713,15.87,70827,54.1,480,4287,7105,0
2024-08-10,245913,41653,61273,98665,57668,239571,282785,157449,45853,314,4543,458,152233,69,891,261940,13.27,217724,71.33,255,4365,52712,0
2024-08-11,299040,167729,96878,3645,22963,12187,346678,152828,42924,320,2781,626,99110,94,83,1961317,9.47,217544,58.72,45,3760,53189,0
2024-08-12,412942,238504,9895,33930,52124,87243,273449,176613,84462,461,7343,412,12810,58,981,1668042,24.13,120715,59.38,382,4047,58784,1
2024-08-13,197247,131829,124968,84835,54870,45098,234334,122095,33889,457,3263,174,81688,48,631,909716,24.66,177257,79.76,497,3751,3749,0
2024-08-14,158877,138377,120700,33090,58547,233543,285926,680212,64675,237,1211,645,75548,32,220,737547,19.16,77319,91.01,268,2216,50742,1
2024-08-15,25237,11622,81559,90489,66110,162297,345401,527910,83591,468,9699,970,21162,65,415,1249380,28.93,56960,68.17,491,1512,51520,0
2024-08-16,40056,58756,15699,55142,55554,144678,241371,670740,80190,263,7159,295,97858,72,833,169000,12.95,-10985,59.35,28,1810,43949,1
2024-08-17,196615,50809,14715,114979,22936,67620,82963,137593,32634,332,8027,942,83535,44,108,184179,10.49,283857,79.19,421,1117,35129,0
2024-08-18,207628,26725,24169,29475,6426,173900,126987,389386,42363,260,1331,128,148291,70,230,1964273,21.94,153877,89.2,32,4757,25512,0
2024-08-19,134548,202468,123413,21888,29606,136270,156638,176202,73752,414,7860,805,80864,65,68,1623282,23.96,95109,83.67,113,2482,37541,0
2024-08-20,393632,61226,124264,46732,49832,167561,129591,127606,87004,125,9044,115,144693,62,275,884514,10.62,212063,89.09,250,2728,14495,0
2024-08-21,154415,91182,10782,84623,30151,24387,72766,173769,66398,197,9169,522,128371,34,522,1172456,6.92,38754,74.14,400,968,3064,0
2024-08-22,426716,39402,129481,49305,13308,79463,11511,168542,50718,370,9742,688,99792,43,144,1542047,25.26,171775,83.83,370,4616,31078,0
2024-08-23,466438,14263,40585,49037,64522,212904,119816,418582,92916,262,6720,904,185505,97,930,494718,29.41,255292,56.3,213,4855,52567,0
2024-08-24,49375,237595,35682,12346,47671,237052,254432,625610,36870,482,1727,692,76188,76,346,825552,21.12,153225,65.67,262,1639,53103,0
2024-08-25,160734,187900,134992,3587,4204,143663,271909,207550,47394,158,5975,504,196023,83,642,569054,11.95,102606,67.53,151,1936,31011,0
2024-08-26,36964,57924,89416,15763,33131,189588,156426,645330,62057,178,4243,735,91718,33,224,957398,29.92,172067,73.01,311,1036,6616,0
2024-08-27,133429,234137,132810,62165,54428,101683,291073,620706,89795,59,1648,630,46558,38,271,272438,27.33,298222,91.81,152,1451,8975,0
2024-08-28,272764,170445,43067,110481,35870,72061,164892,505433,90409,96,6095,713,138938,82,664,520641,17.83,6879,89.34,460,3313,11960,0
2024-08-29,210710,177469,23073,72615,51067,245497,116576,674987,23016,428,7614,176,156731,89,103,545544,25.63,69894,56.05,280,3506,28992,1
2024-08-30,486882,111371,41035,39116,60585,207808,76088,140140,52137,364,8135,328,44413,75,744,869640,25.4,15839,57.78,316,4494,57253,0
2024-08-31,236139,48709,95373,88751,23607,91257,82525,516978,10153,145,2009,396,20435,83,912,1740260,28.37,-20244,66.09,481,2340,59920,0
2024-09-01,87215,202192,88362,94353,26968,71753,18780,586069,17853,495,2550,609,194983,66,452,1482414,26.02,93755,63.08,119,1350,22387,0
2024-09-02,351186,160322,95517,93301,13908,94774,273733,448731,22379,152,9995,814,38067,52,367,1547598,21.09,130557,77.66,17,2471,16324,1
2024-09-03,164356,31172,70450,98648,28423,152159,109188,429502,25792,429,8492,672,97794,56,916,579490,20.23,179303,90.62,78,1691,58458,0
2024-09-04,223861,21555,15382,28556,76707,171888,98326,348277,48367,391,4401,637,103823,99,398,903538,16.68,99787,93.3,199,4420,7243,0
2024-09-05,497880,63276,140509,62042,63215,33408,308097,147628,28100,195,8447,682,79224,95,492,156731,20.66,42943,79.41,188,2562,33628,0
2024-09-06,375612,67492,66929,21099,57835,134116,70785,651234,73456,417,6424,714,11379,90,882,1223586,24.88,168188,87.72,72,3546,56733,0
2024-09-07,474605,194074,103864,112089,51429,246348,24309,135058,21049,479,5241,425,112547,80,629,349091,29.23,98188,73.63,77,4899,10560,0
2024-09-08,29435,266010,148401,48096,40458,141208,59195,531799,10786,465,4161,462,118541,79,589,1443319,16.68,-13256,59.37,215,4058,48452,0
2024-09-09,467556,232320,30169,74986,48169,27413,30901,201542,79904,76,5155,768,168696,48,835,171326,19.34,74697,73.61,409,804,42098,0
2024-09-10,195150,21046,92468,16230,9659,123650,159648,355273,40699,269,8478,974,124634,30,331,873164,16.12,66072,74.98,477,3347,5923,1
2024-09-11,360976,238071,39594,32009,62614,69500,30464,320675,57691,67,9719,458,138701,69,409,437850,21.71,186028,83.41,417,2935,40235,0
2024-09-12,71293,194374,50033,73969,79240,94514,283404,349182,47040,216,7617,805,67745,61,964,1681868,20.75,119123,59.89,15,3304,22325,0
2024-09-13,98781,276997,68133,36866,34793,66358,129997,400083,67986,482,6660,886,192877,51,872,1650074,5.45,-42824,66.57,128,2484,28949,0
2024-09-14,211475,130900,78861,108400,48473,76197,302584,92674,48762,131,9624,423,113915,95,680,1263594,18.53,202365,66.38,322,4436,23821,0
2024-09-15,180196,69129,36750,87246,57751,241848,61683,177572,33600,477,2176,797,153588,69,941,1593156,7.21,99748,93.17,40,1212,7076,0
2024-09-16,246507,247091,45461,79975,56254,233861,177502,525692,29810,121,8956,425,139560,67,695,1698656,5.66,-4823,69.98,15,3395,23032,0
2024-09-17,326063,215550,83222,44855,9006,233492,161177,341975,95703,359,9592,724,165915,77,690,588968,24.78,60623,83.98,492,2181,9001,0
2024-09-18,259833,254883,117020,84557,76218,173926,83484,631462,97347,303,3233,924,146984,84,57,558128,11.47,-49003,83.79,216,1833,16303,0
2024-09-19,272377,124130,29226,9416,67344,86240,254819,481436,67204,211,5700,264,162586,84,612,154645,13.52,70179,61.95,166,3698,51467,1
2024-09-20,186319,156922,11721,75516,35840,245595,335453,495935,30085,376,6906,672,198104,80,540,1680096,6.6,197439,75.73,76,674,17457,0
2024-09-21,141172,131789,25609,58915,34430,231135,313071,103051,56854,469,8860,703,169869,89,390,571426,9.49,70403,90.24,468,3705,42443,0
2024-09-22,376902,165130,135513,21058,25091,26322,211486,253085,84797,451,8526,897,147521,37,521,1727630,24.14,45287,71.38,396,1916,13303,0
2024-09-23,475968,186492,109211,79637,34983,123053,310090,368796,94269,87,6559,554,142797,97,842,1793465,17.34,69574,92.53,421,2487,51701,0
2024-09-24,338717,48890,141728,43718,25989,16968,146449,115524,49779,492,7732,252,91406,38,736,181588,27.02,206463,59.65,339,2272,51511,0
2024-09-25,79101,76017,129865,35602,77451,37518,58592,526152,66207,442,3513,836,19304,31,744,1328190,14.93,71509,53.34,379,4766,16128,0
2024-09-26,308790,188376,79520,77658,20990,61925,143419,318614,43980,250,8830,226,135555,99,753,1678777,11.72,297591,90.12,362,1574,19280,0
2024-09-27,386329,173993,69309,81112,38081,200920,300920,510814,66117,249,7944,292,154735,88,298,1785270,13.69,293288,88.15,441,1091,40427,0
2024-09-28,43049,142596,34984,61067,13033,121900,60798,567733,24141,304,8910,726,80320,48,284,213693,22.82,198505,94.67,345,3478,32644,0
2024-09-29,230677,110424,123947,30516,18241,103422,140370,365617,19344,228,6649,873,104488,57,132,1766313,18.88,142589,80.57,388,4482,39014,0
2024-09-30,380260,287192,10901,90969,7939,11700,337348,94439,25896,84,2096,629,85591,43,142,110567,27.6,239531,92.15,403,2910,7967,0
2024-10-01,379523,178976,36055,4089,49562,103782,327796,326452,99353,131,2951,109,105044,53,934,1711243,20.05,-45910,87.21,298,1347,7661,0
2024-10-02,88385,44008,119099,40346,37063,242076,248767,141563,39813,438,8799,191,153748,73,443,1878904,17.33,252383,88.0,493,993,13416,0
2024-10-03,146131,215738,16138,77663,78721,33199,25922,347225,94431,447,9804,238,35192,85,873,1411039,24.64,-46257,75.61,460,1045,1510,0
2024-10-04,453374,93559,28429,13487,29045,185661,344140,493599,75679,269,1595,580,165794,80,317,1238581,28.69,-19076,67.21,462,2786,42382,0
2024-10-05,216489,65337,55200,3155,46769,173187,297410,584125,20681,207,8875,548,148518,61,466,1895962,13.9,91268,92.06,149,3197,36200,0
2024-10-06,43289,285494,106268,70494,49118,203006,231817,692416,82903,53,5439,432,129304,79,681,1627912,11.25,55312,69.45,450,4337,2906,0
2024-10-07,392370,34354,22347,79229,23625,195388,7866,217896,13228,216,6972,968,145797,70,632,1153367,20.41,281004,74.25,309,2040,26534,0
2024-10-08,382937,55186,36822,107648,29076,15520,117669,671912,14582,497,1858,439,98207,95,578,590488,17.47,166249,70.08,22,1383,59168,0
2024-10-09,291967,38145,45108,41547,66805,119814,273042,469515,88683,458,6519,151,198704,54,302,231401,29.73,174090,75.42,161,4456,49322,0
2024-10-10,211232,96123,133955,31795,46605,177527,285539,80063,21397,461,8385,806,83741,90,171,305459,16.56,179602,71.17,437,3594,17448,1
2024-10-11,324119,216258,12967,58296,41121,227537,175091,643741,48799,253,9636,565,26365,95,941,161032,6.86,292543,52.16,322,2865,38696,0
2024-10-12,29540,226541,115719,24447,67101,133364,271150,304371,47011,243,5317,817,75792,71,59,799438,29.43,260939,89.69,361,3847,5710,0
2024-10-13,36364,30581,16871,39598,33433,182677,170465,152166,89183,284,4454,898,156776,94,848,975094,26.09,263697,70.0,409,3571,45308,0
2024-10-14,417827,98929,33179,44814,45309,24955,278100,64506,54264,255,2030,574,60575,65,365,1694164,9.46,53976,76.5,489,4175,39892,0
2024-10-15,47663,295195,60099,93751,69468,185121,126724,275413,52317,199,8906,500,170974,38,887,962132,27.62,105183,56.26,118,1452,41605,0
2024-10-16,71991,61474,40262,78330,46254,154989,67901,163604,57914,208,2447,538,129641,65,322,1592737,13.52,63566,50.15,494,3800,16583,0
2024-10-17,208751,101748,83213,101745,69293,211365,205569,76026,94633,328,3850,977,142267,67,355,679897,14.43,207443,61.04,385,4235,18184,1
2024-10-18,386326,135995,122407,90960,39853,219653,122192,470888,55254,353,9106,704,63517,62,854,291634,27.66,69968,81.71,365,3679,56215,1
2024-10-19,182049,255690,91269,66278,40405,74925,177646,364557,50096,453,8151,920,44012,71,259,714333,18.25,11600,54.46,158,3463,25853,1
2024-10-20,114704,279104,65545,58077,68652,117216,298561,305116,63785,430,7952,756,152487,90,779,1996909,8.44,22,90.9,376,4527,7109,0
2024-10-21,69115,190553,44922,115782,45527,80269,99881,377210,62344,215,5055,697,180606,75,802,892135,14.23,84271,59.68,213,3747,43677,1
2024-10-22,373151,46408,47913,105932,79227,172026,247934,240285,92643,360,6402,608,31686,90,935,848005,23.05,263041,59.21,316,4915,7659,0
2024-10-23,239295,269568,102033,74906,2492,237743,137659,100971,78546,117,2672,252,169815,47,513,1473835,9.35,250182,58.17,30,3857,2238,0
2024-10-24,211962,161563,109792,12528,10811,213689,126688,470497,81091,137,5532,613,42161,99,761,1126457,19.76,73323,50.63,69,3204,56734,0
2024-10-25,217459,142413,124863,96812,26272,51458,120584,163978,75603,266,5924,602,12402,44,777,319162,22.38,136110,84.73,444,1537,54675,0
2024-10-26,169143,185695,49936,53100,74010,99037,190782,209163,38412,50,7085,953,73190,77,766,1176252,13.6,70278,89.38,30,570,16064,0
2024-10-27,210347,100327,33141,112869,49153,162185,227820,153864,61658,184,8734,871,193623,42,974,1603502,22.35,220041,77.64,372,3374,32115,0
2024-10-28,485585,212503,145146,11179,56110,109977,343030,444295,59549,234,5864,775,23275,72,465,844700,27.11,14541,58.47,391,605,32952,0
2024-10-29,31938,153326,142478,51781,15979,231298,221896,669674,21549,400,2221,105,169254,89,265,1849376,16.8,56968,62.84,254,1269,6620,1
2024-10-30,448411,192932,102359,58267,30328,53939,296576,489967,81216,189,3860,599,24915,86,129,1316571,14.57,-35108,71.42,399,2509,35254,0
2024-10-31,373824,21344,128279,85379,14867,39345,184689,660414,35739,155,9428,760,10909,46,828,1440522,11.28,-25185,92.95,82,3440,38449,0
2024-11-01,24000,77957,46568,26952,61234,187385,339517,498648,31209,182,4253,816,124110,79,529,1501051,20.11,257756,61.13,458,2692,45258,0
2024-11-02,221660,115423,102539,56798,27851,120107,170289,655151,97968,157,4782,217,75908,61,951,556120,27.0,228411,82.92,85,3995,5470,1
2024-11-03,383186,156968,51851,101696,33279,131866,288028,390435,25116,227,7957,584,137337,51,940,1077666,13.12,230412,69.78,195,4811,23003,0
2024-11-04,375754,196833,59823,113434,75402,233437,272598,175659,30045,347,1766,700,32620,84,596,1273362,14.91,64463,63.4,87,4855,28571,0
2024-11-05,271492,203624,28312,53939,17449,241670,79960,57235,36327,407,3681,765,44112,86,850,951601,15.17,140732,70.52,399,1433,25668,1
2024-11-06,385835,261147,103723,32516,78221,79166,107421,394877,45709,429,8710,778,12431,42,67,1741011,19.02,146599,53.2,74,1074,12723,0
2024-11-07,58304,87454,17411,59526,7451,188933,243245,112712,53617,445,8482,567,96590,76,214,646363,10.71,144451,85.94,351,4430,47656,0
2024-11-08,351593,267594,62009,13449,43316,107406,48618,202545,70139,408,6086,260,72175,91,574,830076,25.56,122343,60.95,299,4880,32040,0
2024-11-09,102986,47641,37371,53290,65064,59298,52111,175849,36905,195,8964,369,127472,83,251,1157880,12.39,278756,82.64,65,4587,40945,0
2024-11-10,171836,39711,62022,89661,65761,188293,221750,305493,74148,499,3665,155,42624,58,790,229851,22.63,88307,53.08,340,3031,46969,0
2024-11-11,128940,153254,76229,75954,40870,54942,125592,654111,82603,123,4513,327,71264,51,395,1531449,17.83,38757,92.98,268,2919,33046,0
2024-11-12,499243,97833,104071,25746,32873,13453,239000,154215,52919,157,1495,948,123766,94,415,1208198,19.65,246753,58.69,435,569,6441,1
2024-11-13,320638,291685,101774,70990,60627,112811,260989,82230,93521,171,6822,248,173030,58,497,1464935,9.49,204200,89.72,199,4974,51992,1
2024-11-14,285517,54813,31715,61810,68155,64935,327137,396717,93400,66,3072,145,142767,77,562,1097650,23.38,-26355,86.43,15,1802,12719,0
2024-11-15,163233,178270,32605,86297,27372,132439,133652,512092,98150,245,8795,243,110211,34,368,1781518,9.72,145630,93.55,15,4314,6397,0
2024-11-16,117532,149892,104853,18223,5642,184442,83672,352788,68446,376,9529,849,129502,64,266,1554313,7.84,274377,71.51,200,2849,35389,1
2024-11-17,374802,296214,36174,75237,30001,245004,255351,229736,62428,367,4949,883,191004,75,83,1397685,18.67,104473,82.73,157,754,18945,0
2024-11-18,405777,214615,146028,5597,36064,18328,333269,378821,57894,346,7033,731,54225,64,920,386172,22.73,219915,66.68,414,2207,23233,0
2024-11-19,120386,51786,81373,68677,16122,25534,222516,468641,91149,301,9328,439,142475,74,315,663616,6.25,101460,58.3,267,1333,18800,0
2024-11-20,47350,236006,74252,5659,26820,95280,66602,697534,16447,168,3555,512,179708,42,689,389445,6.73,33251,69.94,227,3264,5190,0
2024-11-21,113008,240876,75017,89516,70431,225997,208117,134817,15499,211,7370,831,20839,39,773,400159,25.07,7042,57.46,488,2971,38822,0
2024-11-22,376441,297654,68037,77567,57745,46320,242069,288657,49041,247,5415,619,188901,95,824,1891212,25.23,265884,94.19,99,4242,2130,0
2024-11-23,45351,291570,94818,18037,52081,59170,47222,267033,41315,94,6959,443,150302,99,873,661133,11.13,146945,54.33,321,2535,59757,0
2024-11-24,108668,47265,11548,49738,72902,110546,316367,281414,11299,363,6993,486,61977,54,129,1749258,20.38,-2976,76.51,361,2467,15071,1
2024-11-25,134585,259321,121981,106965,10711,90201,246084,306812,14994,228,6021,572,181304,73,726,275231,16.08,104522,78.19,19,599,20981,0
2024-11-26,428521,76150,29022,74678,20793,244473,247318,354958,91163,431,3907,374,123050,89,462,405858,20.82,6965,74.21,96,2352,45704,0
2024-11-27,357497,97312,111297,15109,10199,18640,70333,644507,17489,467,3914,452,35651,76,301,1229298,26.57,222201,79.8,259,3683,3118,1
2024-11-28,227869,99613,141614,25010,78253,241324,188804,220956,42355,93,4870,165,107919,69,61,387374,7.0,174321,55.23,335,2855,1663,0
2024-11-29,85953,131826,65428,11787,38191,232129,54420,407489,83805,320,6085,178,49963,36,450,1765418,24.45,221127,74.98,160,611,52786,0
2024-11-30,339602,45435,64353,111400,12211,171121,80504,307134,78367,127,7546,697,196944,75,865,1197838,17.33,-30005,62.92,485,3658,16735,0
2024-12-01,302502,220017,118132,11472,65069,146690,7462,412232,87355,375,1395,735,127776,52,773,1107705,19.1,64587,92.31,122,682,20158,0
2024-12-02,23267,144055,21052,118111,58746,243612,276604,71650,97173,227,1938,301,89198,75,331,141722,21.35,183076,84.29,39,4352,32087,0
2024-12-03,102745,161734,105689,26383,23542,197125,104319,406386,11996,406,3510,761,154811,42,161,1063863,28.07,172700,93.76,137,664,23578,0
2024-12-04,371732,295654,136743,64709,33312,142992,261674,220521,54387,465,5636,657,140697,50,772,949228,6.42,-11114,51.69,87,2637,54121,0
2024-12-05,320657,219259,5163,72785,47242,53937,145347,220733,13089,52,2649,212,73294,30,427,795519,5.74,45149,62.83,430,2523,20874,1
2024-12-06,177164,182070,46424,116253,57388,210796,149341,292037,30659,263,4690,190,189428,48,800,340740,9.46,44020,58.79,64,954,43531,0
2024-12-07,31338,104071,146706,37518,29691,153279,134593,130428,55178,391,4435,240,11789,89,317,1126179,29.66,-47327,50.5,489,2785,18907,0
2024-12-08,151484,278784,140870,56909,79960,206846,127672,256251,91268,123,4201,388,160492,62,966,1759916,22.88,289657,60.9,314,1041,41821,0
2024-12-09,27543,156389,27420,21351,24601,174044,340064,584231,95042,100,5179,829,99297,33,347,1249384,20.37,-26534,80.54,43,3165,51139,0
2024-12-10,388035,125608,125575,72624,20020,151871,289697,488976,80726,116,9405,688,178678,32,366,355416,6.18,187626,60.4,114,2949,58067,0
2024-12-11,446712,279708,34300,56330,10155,212160,49036,71042,80111,381,4237,510,179712,81,619,1410704,26.98,406,72.91,181,4433,23787,0
2024-12-12,80692,168417,94881,18282,71119,169988,153441,368903,44565,142,4862,476,128341,57,558,1894145,25.32,19284,89.95,31,3386,22705,0
2024-12-13,240156,123824,15749,87866,38777,80463,147867,418117,99242,225,1058,483,54135,99,999,1547031,21.62,185718,81.22,296,4792,4845,0
2024-12-14,243992,264444,109131,110945,21710,103500,75021,432811,32884,194,5938,945,47067,99,595,870340,13.48,-36335,67.76,400,4404,47264,0
2024-12-15,326569,89273,133563,24778,26532,217772,166215,551691,27199,56,3971,251,199492,84,824,1461606,6.76,-29359,66.76,114,2188,40069,0
2024-12-16,58756,221837,42487,27264,20601,47158,342283,264304,70038,318,9314,934,27357,86,414,989856,19.5,-14203,70.51,158,2137,45653,1
2024-12-17,38888,120017,26223,62675,65227,94607,241304,446178,67786,425,4345,850,180923,45,596,1568987,22.99,165838,57.97,281,4582,17482,0
2024-12-18,186807,133618,77930,8075,6967,129639,10368,488963,59294,371,3486,726,48262,53,320,204697,7.36,258094,78.53,285,2390,36056,0
2024-12-19,329439,135341,33380,78948,22022,81696,140693,364493,88015,53,1561,418,68643,98,523,1636651,20.84,52339,66.39,308,3705,27090,0
2024-12-20,134352,216604,31035,51454,45463,71510,63829,251904,44178,187,4981,468,162606,70,788,1380148,12.16,63431,88.36,181,977,21681,0
2024-12-21,365186,37788,35620,31365,76671,130076,281863,55730,22665,280,7261,705,101270,76,586,857130,24.11,182275,84.04,56,2866,58977,0
2024-12-22,105999,236577,122360,75766,7722,68692,34227,457137,10534,137,2737,659,173944,98,283,1769163,18.49,233317,77.47,123,3026,33252,0
2024-12-23,37955,49974,58352,51200,29413,140841,114430,252210,46132,66,4554,802,148761,60,108,790034,8.23,94294,66.39,284,866,8796,0
2024-12-24,319985,26371,8191,14002,68732,202816,17306,69023,46110,101,8095,561,79103,59,300,1297753,18.16,131136,59.45,313,2336,8263,0
2024-12-25,90640,192256,95536,16947,14297,25810,58822,395430,68754,183,9266,111,96268,47,896,1127691,14.89,118082,84.93,489,2215,13777,0
2024-12-26,216582,83972,109576,82222,70323,146198,29042,458213,73580,260,1294,255,96310,73,135,260811,9.51,203301,71.89,216,512,42538,0
2024-12-27,448127,203259,8631,97840,25816,171081,153459,570610,32469,374,9212,783,47412,56,812,1655533,26.04,-31905,60.11,462,1035,21343,0
2024-12-28,472247,285128,142244,119219,42695,240192,94424,70923,74016,442,6330,576,57734,55,439,1311617,5.28,73554,58.78,404,3739,41153,0
2024-12-29,239798,95431,47080,81610,21702,121718,187690,446103,56233,268,5655,500,97793,89,229,1687361,12.8,184989,57.44,472,2817,15862,0
2024-12-30,420573,115373,95353,55142,27242,100932,228122,244795,76708,254,2109,907,32228,47,768,1543608,5.31,39023,84.97,422,4542,42232,1
2024-12-31,445695,191144,33671,59307,57841,10192,154395,283462,68232,260,4771,276,130627,85,905,878492,7.4,57181,60.3,251,875,55490,0
2025-01-01,81476,296718,127811,7493,69712,46413,23019,101413,96437,326,9563,440,87924,60,198,357471,12.43,172310,73.7,310,2224,38649,0
2025-01-02,326955,260195,132734,53085,55574,153888,342570,305719,44409,73,7123,156,21319,88,632,192019,6.36,232744,70.32,205,756,54106,1
2025-01-03,187280,153748,56399,37228,30482,49082,45863,603044,29324,53,8647,954,16475,31,170,1863190,19.92,214610,76.08,173,2764,49786,0
2025-01-04,171222,42733,12099,82676,11171,75048,116023,383720,18738,201,2174,951,155800,68,814,1257593,7.17,206349,89.47,185,949,16691,0
2025-01-05,91180,226752,61492,54875,5696,133130,146355,692536,34054,492,2164,547,39545,90,654,955817,22.54,126169,89.05,352,1393,54079,0
2025-01-06,194358,12050,101722,34655,22058,60940,314143,322448,39709,308,9712,302,106636,92,305,318220,6.32,3276,70.3,280,3712,26028,0
2025-01-07,132856,119996,35111,46472,22313,173202,67780,604629,95643,373,5466,796,179771,47,815,1253729,6.48,219072,50.69,119,1684,43135,0
2025-01-08,350594,43933,68936,52437,21149,50142,290052,460226,10363,406,6538,732,177893,46,913,658114,12.63,267453,69.19,181,3723,32066,1
2025-01-09,434568,34951,65920,52416,55521,46468,197656,177039,20358,217,8111,837,40615,68,849,734322,27.41,155719,77.28,460,1808,55063,0
2025-01-10,206141,42413,68530,62711,47740,171770,174024,230074,13240,225,9434,301,23746,83,358,1757106,21.03,121960,75.1,361,1416,34181,0
2025-01-11,394032,175873,12788,9816,6956,151727,105706,673773,82201,359,3800,429,163817,64,108,1722964,24.25,176097,79.31,211,647,18934,0
2025-01-12,130448,196691,33082,80175,77731,188969,173735,181562,55689,340,5607,462,11245,40,118,1894035,8.54,124904,56.93,177,2614,21910,0
2025-01-13,34397,198847,128287,67307,68641,171147,127019,53729,11936,105,8262,991,127408,90,495,458349,25.85,66196,79.09,111,4516,48482,0
2025-01-14,454771,231888,94570,115728,65811,150431,197453,692510,53965,157,2541,553,122143,73,437,1161385,5.2,-40596,58.22,95,4440,8141,0
2025-01-15,198031,271044,106015,49733,54160,139048,184001,397360,87534,345,3765,455,165925,97,135,1737314,10.33,159190,83.77,151,4571,46950,0
2025-01-16,413944,231165,88588,98028,53313,243269,276487,658148,10882,373,5491,315,37632,54,835,1449148,20.4,63187,65.26,456,3295,56723,0
2025-01-17,463733,253662,93340,119450,65232,246187,343317,308360,30224,351,4083,654,22856,77,276,1112494,14.38,-22316,81.95,346,942,17225,0
2025-01-18,139180,176472,99439,14240,17417,52056,105260,409014,40825,383,6356,986,197965,61,642,1259702,29.6,18591,52.15,222,3444,35714,0
2025-01-19,86234,221760,146214,101234,26729,61831,175863,71398,80740,190,2857,122,78049,33,675,452465,5.76,158794,68.35,60,4436,22587,0
2025-01-20,59954,132744,120053,95493,32099,69191,165206,346794,38885,204,1769,254,68182,67,233,888525,29.96,214826,81.73,121,898,33959,0
2025-01-21,198352,215763,53355,101344,31961,131948,183173,678177,50056,311,2422,285,143873,92,841,668786,20.59,61186,60.21,472,1651,50192,1
2025-01-22,99459,53001,145938,74363,14602,174344,74443,315303,13203,322,9598,348,180821,76,371,1789115,18.97,193181,85.79,451,4292,15175,0
2025-01-23,429995,77364,130426,35762,11256,118117,235183,410306,70241,469,3972,848,65654,30,958,1713849,6.49,-28168,78.39,280,3495,11051,0
2025-01-24,215004,248506,69027,11259,36681,24671,324674,505982,12244,281,2872,904,65381,32,367,918441,11.83,-33003,76.44,74,2716,6892,0
2025-01-25,486152,238731,97601,53139,66789,37048,140899,275959,78619,290,6599,233,68601,91,615,1099598,28.12,246784,65.91,353,2207,59676,0
